"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,Navigation,"Profile visits","Sticker taps","Link clicks",Follows
17998465250753893,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"03/01/2025 13:35",,"IG story",,Lifetime,177,167,1,0,0,172,2,
18092271475548219,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atuagriculture_tourism  @arkansastechjerry  @atuaccounting",0,"02/28/2025 12:24",https://instagram.com/stories/atu_business/3578196528516243485,"IG story",,Lifetime,433,396,8,0,0,390,1,2
18103372999492203,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","(@viralcollege on tiktok) Dr. Narcum’s Social Media Marketing class is trying to go viral by utilizing current trends 👀",5,"02/27/2025 11:25",https://instagram.com/stories/atu_business/3577441862891278211,"IG story",,Lifetime,243,223,6,0,0,245,,
17900081052134919,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"02/27/2025 11:14",https://instagram.com/stories/atu_business/3577436460435344876,"IG story",,Lifetime,247,218,1,0,0,239,1,
18041084684390783,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,14,"02/27/2025 10:01",https://instagram.com/stories/atu_business/3577399801815546048,"IG story",,Lifetime,250,230,4,0,0,210,,11
17878880538165512,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"02/26/2025 10:35",,"IG story",,Lifetime,186,178,2,0,0,222,,
17961921086854617,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","(free chick-fil-a 👀) Tyson Career Connection happening NOW in Rothwell 138! @atuagriculture_tourism",0,"02/26/2025 10:19",,"IG story",,Lifetime,319,292,3,0,0,202,1,3
18021812018442953,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"02/25/2025 16:12",,"IG story",,Lifetime,187,177,3,0,0,181,1,
18341461408156813,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atuagriculture_tourism @atuaccounting @atucampuslife @arkansastech",0,"02/25/2025 08:17",,"IG story",,Lifetime,387,323,1,0,0,190,,
18076956847660759,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"02/24/2025 13:44",,"IG story",,Lifetime,145,140,1,0,0,173,,
18360132064133970,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"02/24/2025 13:43",,"IG story",,Lifetime,159,151,1,0,0,183,1,
18025396658376298,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"02/24/2025 08:44",,"IG story",,Lifetime,211,206,2,0,0,222,,
18494809924004170,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"02/20/2025 10:19",,"IG story",,Lifetime,190,177,0,0,0,194,,
18080476987720296,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"02/19/2025 18:06",https://instagram.com/stories/atu_business/3571845608953324872,"IG story",,Lifetime,206,184,5,0,0,261,1,
18044502617067571,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","NCSAC was a success! @landon_lawson_  @mekkybliss_  @ysmnpcco  @hxrper.4",5,"02/19/2025 17:21",https://instagram.com/stories/atu_business/3571822997225559729,"IG story",,Lifetime,357,306,3,0,0,237,1,64
18059164334302436,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,8,"02/19/2025 10:24",,"IG story",,Lifetime,211,194,3,0,0,191,2,
17857380105370874,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@atuagriculture_tourism,0,"02/19/2025 07:09",,"IG story",,Lifetime,221,201,1,0,0,228,,
18060808300792647,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@landon_lawson_ @ysmnpcco @hxrper.4 @mekkybliss_",14,"02/18/2025 14:29",,"IG story",,Lifetime,223,205,1,0,0,240,,8
17853949950390414,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Day 1✅",18,"02/18/2025 14:25",https://instagram.com/stories/atu_business/3571009797571607988,"IG story",,Lifetime,239,214,1,0,0,267,,
18033022277264137,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atuagriculture_tourism 
 @atucampuslife 
@atureslife
@atusga 
@atu_sab",0,"02/18/2025 13:35",,"IG story",,Lifetime,1230,837,2,3,0,283,,
18058050383005171,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Round 1! Done✅  @mekkybliss_  @ysmnpcco  @hxrper.4  @landon_lawson_",15,"02/18/2025 11:36",https://instagram.com/stories/atu_business/3570924367435702354,"IG story",,Lifetime,1243,1048,3,1,0,350,1,45
