"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Replies,Navigation,"Profile visits","Sticker taps","Link clicks",Follows
17933039225945242,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@atusga,5,"10/24/2024 16:46",https://instagram.com/stories/atu_business/3486251567957791717,"IG story",,Lifetime,216,204,1,0,0,273,,4,,
18046549571058122,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","The one. The only.
Good as Gold Ambassador, @josiahhcarterr 😱",0,"10/24/2024 16:44",https://instagram.com/stories/atu_business/3486250711506018102,"IG story",,Lifetime,676,611,0,0,0,276,,38,,
18080664058538958,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","It’s smore time!",0,"10/24/2024 16:44",https://instagram.com/stories/atu_business/3486250424883523179,"IG story",,Lifetime,218,206,1,0,0,277,,,,
18037030121236046,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Congrats to Emily!
You’re the winner of our networking challenge ✔️ Check back tomorrow to see who our social media winner will be!",0,"10/24/2024 16:42",https://instagram.com/stories/atu_business/3486249567660669768,"IG story",,Lifetime,218,205,2,0,0,245,1,,,
18342194767127197,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"10/24/2024 16:19",https://instagram.com/stories/atu_business/3486237847936353255,"IG story",,Lifetime,220,205,1,0,0,250,,,,
18145026049350648,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"10/24/2024 16:18",https://instagram.com/stories/atu_business/3486237566330914994,"IG story",,Lifetime,220,205,1,0,0,270,,,,
18019209656619054,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"10/24/2024 16:18",https://instagram.com/stories/atu_business/3486237496402952197,"IG story",,Lifetime,222,205,0,0,0,280,,2,,
18051774268907975,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atuagriculture_tourism  @arianna_morin14  Networking Challenge",5,"10/24/2024 16:14",https://instagram.com/stories/atu_business/3486235654575525391,"IG story",,Lifetime,325,275,1,1,0,271,,5,,
17921552171987060,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Pumpkin painting inside Hull 🎃",0,"10/24/2024 15:48",https://instagram.com/stories/atu_business/3486222381909627067,"IG story",,Lifetime,225,205,0,0,0,262,,,,
18080115244483743,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Come by the Hull back porch for ADOPTABLE puppies from @novastarrescue!",6,"10/24/2024 15:39",https://instagram.com/stories/atu_business/3486222040593955343,"IG story",,Lifetime,224,204,0,0,0,247,,14,,
