"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,"Profile visits",Replies,Navigation,"Sticker taps","Link clicks"
18037791521365831,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"12/14/2024 07:32",,"IG story",,Lifetime,151,141,1,0,,0,172,,
18056613658767532,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"12/14/2024 07:32",,"IG story",,Lifetime,255,222,1,0,1,0,167,,
17862080802296723,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","SWIPE 
FOR 
DETAILS PANDA EXPRESS FUNDRAISER 
TODAY!",5,"12/14/2024 07:32",,"IG story",,Lifetime,265,231,1,0,,0,168,,
18051452792056211,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"12/13/2024 17:36",,"IG story",,Lifetime,217,211,4,0,,0,231,8,
17932033268961343,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","COMING SOON! 📬",0,"12/13/2024 11:28",,"IG story",,Lifetime,381,340,4,2,2,0,299,,
18053326189991024,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"12/11/2024 07:07",,"IG story",,Lifetime,301,284,2,0,4,0,311,,10
18118930243413723,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,12,"12/09/2024 11:28",,"IG story",,Lifetime,141,135,1,0,,0,164,,
18058662703727412,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"12/09/2024 11:24",,"IG story",,Lifetime,154,143,4,0,,0,176,,
17875875132213729,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"12/07/2024 10:02",,"IG story",,Lifetime,334,318,4,0,5,0,347,,21
18044965088128521,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"12/05/2024 09:39",,"IG story",,Lifetime,171,163,1,0,,0,210,,
18068178511678397,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,15,"12/05/2024 09:17",,"IG story",,Lifetime,166,155,1,1,,0,222,30,
18030927281582290,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Where is Roi for reading day? If you find him, post a story and tag us for a chance to win Spring Business Bucks!",5,"12/05/2024 06:52",,"IG story",,Lifetime,168,157,1,0,,0,194,,
18053853106943858,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"12/04/2024 13:19",,"IG story",,Lifetime,182,167,1,1,1,0,205,,
17891059917051008,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"12/04/2024 13:19",,"IG story",,Lifetime,191,174,2,1,,0,233,,
18052422469961740,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Don’t forget to tag us in your stories! The first person to find Roi and post him to their story will win $20 Spring Business Bucks! This is a DAILY event!! Roi will be in a different spot each day, so keep an eye out for him!",0,"12/04/2024 06:58",,"IG story",,Lifetime,276,261,2,3,1,0,294,,
17881876113183443,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","A new friend has taken residence in Rothwell for the holiday season!",0,"12/03/2024 07:00",,"IG story",,Lifetime,300,294,5,0,1,0,313,,
18320932828081706,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@arkansastech,0,"11/28/2024 17:58",https://instagram.com/stories/atu_business/3511685077140670220,"IG story",,Lifetime,362,349,6,0,2,0,349,,
17984099876766066,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,6,"11/27/2024 09:56",,"IG story",,Lifetime,231,225,3,0,1,0,220,,
18476182168041372,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,10,"11/25/2024 13:26",https://instagram.com/stories/atu_business/3509374137938534984,"IG story",,Lifetime,260,245,2,3,6,0,238,,
18055171933909486,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,12,"11/25/2024 08:36",,"IG story",,Lifetime,230,213,2,0,2,0,254,,
17957476880843398,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We are at the @atuozark Student Union today until 1:00PM! Stop by to learn more about the College of Business and Economic Development! @go2atu",0,"11/25/2024 08:21",,"IG story",,Lifetime,244,234,2,0,2,0,246,4,
18037316537215496,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Stop by the Rothwell lobby 💚",13,"11/22/2024 10:04",,"IG story",,Lifetime,246,244,2,0,2,0,240,,
18052456495948406,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/21/2024 18:19",https://instagram.com/stories/atu_business/3506622357098092372,"IG story",,Lifetime,251,233,2,0,2,0,266,2,
18013124990453982,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/21/2024 16:25",https://instagram.com/stories/atu_business/3506565091048628916,"IG story",,Lifetime,265,237,2,2,4,0,266,6,
17876394039123123,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Fair & Company Career Connection @fairandcompany_cpas 💙🩶",0,"11/20/2024 10:42",,"IG story",,Lifetime,300,286,3,1,1,0,343,8,
18337155385151470,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/20/2024 08:13",,"IG story",,Lifetime,308,284,1,1,2,0,370,,
18043486481151375,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atutourismsociety is in Rothwell selling hand-painted ornaments!",5,"11/18/2024 11:00",,"IG story",,Lifetime,234,218,2,0,,0,198,2,
18039191681271931,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Keep an eye out for Business Bucks this week! Cash Cow will be hiding them throughout the days leading up to the auction (THURSDAY!!)",0,"11/18/2024 07:55",,"IG story",,Lifetime,205,198,3,1,,0,226,,
17873125323217097,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"11/18/2024 07:43",,"IG story",,Lifetime,208,202,3,0,1,0,218,,
18048333887486173,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","That’s all for the trip! Thank you guys for viewing!",0,"11/15/2024 13:22",https://instagram.com/stories/atu_business/3502124109461492462,"IG story",,Lifetime,232,220,1,0,,0,271,,
18045310142099388,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Could not show the tour but now we are at lunch!",4,"11/15/2024 09:39",https://instagram.com/stories/atu_business/3502025757252142036,"IG story",,Lifetime,208,192,1,0,,0,179,,
18122466289399066,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"11/15/2024 08:00",https://instagram.com/stories/atu_business/3501961874604212265,"IG story",,Lifetime,206,180,1,0,,0,218,,
17959336610831393,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,9,"11/15/2024 06:37",https://instagram.com/stories/atu_business/3501920346817522250,"IG story",,Lifetime,201,183,1,2,,0,200,,
18074361577610984,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We made it!",7,"11/15/2024 06:09",https://instagram.com/stories/atu_business/3501906099110704395,"IG story",,Lifetime,201,183,1,0,,0,196,,
18155459428328661,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Time to get breakfast here shortly! Goodmorning!",0,"11/15/2024 05:19",https://instagram.com/stories/atu_business/3501881074450383986,"IG story",,Lifetime,218,195,1,0,,0,229,,
18027810407193386,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,9,"11/14/2024 17:50",https://instagram.com/stories/atu_business/3501534440859094519,"IG story",,Lifetime,242,213,1,2,3,0,246,,
18026186711219945,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Be right back when the food comes out! Dinner time!",0,"11/14/2024 16:46",https://instagram.com/stories/atu_business/3501502131128558763,"IG story",,Lifetime,262,222,1,0,1,0,303,,
18027887171185342,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Here is a view of the Arch!",0,"11/14/2024 15:57",https://instagram.com/stories/atu_business/3501477481145341809,"IG story",,Lifetime,259,221,4,0,,0,328,,
18037536494251671,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","We have just arrived and we are exploring the Arch Museum Hey! We will be taking over the Instagram account to show our experience with Edward Jones!",0,"11/14/2024 15:41",https://instagram.com/stories/atu_business/3501469236099825265,"IG story",,Lifetime,266,220,2,0,,0,307,,
18128281171378223,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@atuagriculture_tourism,0,"11/14/2024 09:33",https://instagram.com/stories/atu_business/3501283874271159697,"IG story",,Lifetime,629,463,3,0,1,0,339,,
18020909513625398,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/13/2024 16:52",https://instagram.com/stories/atu_business/3500780500916947975,"IG story",,Lifetime,283,248,5,0,1,0,300,,
18466828057020141,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",@cocreate_innovationhub,0,"11/13/2024 10:20",,"IG story",,Lifetime,249,236,0,0,2,0,293,13,
18116166880409840,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Career Connections with @cocreate_innovationhub at noon! Stop by for pizza and business bucks!",0,"11/13/2024 09:51",,"IG story",,Lifetime,259,244,2,0,,0,261,4,
18046056518099709,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","giveaway winner #3  #TOFT2024 #TimeOutForTech2024",0,"11/12/2024 13:31",https://instagram.com/stories/atu_business/3499954339513455206,"IG story",,Lifetime,211,202,0,0,,0,253,,
18030982052139087,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","two of our giveaway winners!!",5,"11/12/2024 11:57",https://instagram.com/stories/atu_business/3499907244836489722,"IG story",,Lifetime,208,191,0,0,,0,258,,
17884864482150852,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Congratulations to the winners of our social media giveaway! Please come by Rothwell 138 to pick up your prize before the day ends! @___.lluvvmo @liovelucki @s.ydneiii",0,"11/12/2024 11:50",,"IG story",,Lifetime,750,642,0,0,,0,251,,
18079705450563571,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 10:25",https://instagram.com/stories/atu_business/3499860925081827480,"IG story",,Lifetime,211,187,0,0,,0,251,4,
18064502380673461,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 09:44",https://instagram.com/stories/atu_business/3499839938177231928,"IG story",,Lifetime,210,188,1,0,,0,244,4,
17861763228270141,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 09:24",https://instagram.com/stories/atu_business/3499829906844276259,"IG story",,Lifetime,213,188,0,0,1,0,238,2,
18077333014585416,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 09:24",https://instagram.com/stories/atu_business/3499829825860658554,"IG story",,Lifetime,211,188,0,0,,0,235,2,
18079808860499138,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 09:23",https://instagram.com/stories/atu_business/3499829708084581282,"IG story",,Lifetime,215,192,0,0,,0,244,2,
17990621504587182,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","the best welcome crew around!!! #TimeOutForTech #TOFT2024",2,"11/12/2024 08:51",https://instagram.com/stories/atu_business/3499813295622104707,"IG story",,Lifetime,225,194,0,0,,0,194,,
18339754000181095,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,1,"11/12/2024 08:43",https://instagram.com/stories/atu_business/3499809437710281903,"IG story",,Lifetime,227,195,0,0,,0,189,6,
18061598536806623,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","#TimeOutForTech #TOFT2024",0,"11/12/2024 08:43",https://instagram.com/stories/atu_business/3499809450686702337,"IG story",,Lifetime,219,196,0,0,,0,243,,
18098821279465767,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 08:43",https://instagram.com/stories/atu_business/3499809201881246273,"IG story",,Lifetime,218,198,1,0,,0,242,4,
17871708876142027,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/12/2024 08:40",https://instagram.com/stories/atu_business/3499807863940269281,"IG story",,Lifetime,223,202,0,0,,0,248,9,
18061465594761015,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","#TimeOutForTech #TOFT2024 @go2atu @arkansastech",5,"11/12/2024 08:29",https://instagram.com/stories/atu_business/3499808911148286070,"IG story",,Lifetime,1403,1021,2,0,,0,212,2,
17922321362995704,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","#TimeOutForTech #TOFT2024",6,"11/12/2024 08:15",https://instagram.com/stories/atu_business/3499800801881034240,"IG story",,Lifetime,226,207,1,0,,0,235,,
18035119847074322,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","#TimeOutForTech #TOFT2024",0,"11/12/2024 07:57",https://instagram.com/stories/atu_business/3499786255246254935,"IG story",,Lifetime,247,220,0,0,,0,264,,
18006843938660084,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","The College of Business and Economic Development
is ready to see you in Rothwell 138! #TimeOutForTech #TOFT2024  @arkansastech @go2atu",10,"11/12/2024 07:17",https://instagram.com/stories/atu_business/3499769696687749678,"IG story",,Lifetime,692,537,2,0,,0,253,,
18477180529050841,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/11/2024 08:11",,"IG story",,Lifetime,231,218,2,0,,0,246,,
18027635333388362,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","Come see us at the all majors career fair! @atucareers 
 @atuagriculture_tourism",0,"11/06/2024 12:14",,"IG story",,Lifetime,294,279,1,1,2,0,315,7,
18023894675243921,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,5,"11/05/2024 13:58",https://instagram.com/stories/atu_business/3494894311504679560,"IG story",,Lifetime,255,237,2,1,,0,265,,
17880990675168193,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","If you said no…@atucampuslife is offering rides to the polls!",0,"11/05/2024 11:21",,"IG story",,Lifetime,266,253,0,0,2,0,301,,
18344905954123140,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/05/2024 07:57",,"IG story",,Lifetime,280,258,3,3,,0,372,,
17976816578634140,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business","@atucampuslife @arkansastech  Our faculty and staff are showing off their “I Voted” stickers today! Have you voted?",0,"11/05/2024 07:57",https://instagram.com/stories/atu_business/3494712698828804733,"IG story",,Lifetime,1823,1341,4,0,,0,355,,
18466310332041808,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/04/2024 14:44",,"IG story",,Lifetime,258,234,0,0,,0,281,,
18060504373751581,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/01/2024 15:48",https://instagram.com/stories/atu_business/3492020497062266378,"IG story",,Lifetime,204,191,0,0,1,0,202,,
18065352250733158,17841402627774708,atu_business,"ATU LeMoyne Smith School of Business",,0,"11/01/2024 15:47",,"IG story",,Lifetime,192,183,0,0,,0,208,,
